populacao,municipio,cod_mun,ano
3880,Hugo Napoleão,2204600,2021
9487,Ilha Grande,2204659,2021
15330,Inhuma,2204709,2021
9863,Ipiranga do Piauí,2204808,2021
8582,Isaías Coelho,2204907,2021
11571,Itainópolis,2205003,2021
11037,Itaueira,2205102,2021
5718,Jacobina do Piauí,2205151,2021
19233,Jaicós,2205201,2021
4522,Jardim do Mulato,2205250,2021
4885,Jatobá do Piauí,2205276,2021
4443,Jerumenha,2205300,2021
3003,João Costa,2205359,2021
14396,Joaquim Pires,2205409,2021
5488,Joca Marques,2205458,2021
39457,José de Freitas,2205508,2021
5491,Juazeiro do Piauí,2205516,2021
5653,Júlio Borges,2205524,2021
4790,Jurema,2205532,2021
2870,Lagoinha do Piauí,2205540,2021
8610,Lagoa Alegre,2205557,2021
4658,Lagoa do Barro do Piauí,2205565,2021
6795,Lagoa de São Francisco,2205573,2021
4086,Lagoa do Piauí,2205581,2021
5219,Lagoa do Sítio,2205599,2021
5272,Landri Sales,2205607,2021
30558,Luís Correia,2205706,2021
25521,Luzilândia,2205805,2021
8372,Madeiro,2205854,2021
5352,Manoel Emídio,2205904,2021
8590,Marcolândia,2205953,2021
4546,Marcos Parente,2206001,2021
6456,Massapê do Piauí,2206050,2021
10979,Matias Olímpio,2206100,2021
33901,Miguel Alves,2206209,2021
1239,Miguel Leão,2206308,2021
6603,Milton Brandão,2206357,2021
10563,Monsenhor Gil,2206407,2021
7785,Monsenhor Hipólito,2206506,2021
10618,Monte Alegre do Piauí,2206605,2021
4527,Morro Cabeça no Tempo,2206654,2021
6825,Morro do Chapéu do Piauí,2206670,2021
9258,Murici dos Portelas,2206696,2021
7307,Nazaré do Piauí,2206704,2021
8632,Nazária,2206720,2021
4911,Nossa Senhora de Nazaré,2206753,2021
8751,Nossa Senhora dos Remédios,2206803,2021
6548,Novo Oriente do Piauí,2206902,2021
3014,Novo Santo Antônio,2206951,2021
37138,Oeiras,2207009,2021
2477,Olho D'Água do Piauí,2207108,2021
6879,Padre Marcos,2207207,2021
4124,Paes Landim,2207306,2021
3416,Pajeú do Piauí,2207355,2021
5029,Palmeira do Piauí,2207405,2021
14633,Palmeirais,2207504,2021
3931,Paquetá,2207553,2021
10846,Parnaguá,2207603,2021
153863,Parnaíba,2207702,2021
4331,Passagem Franca do Piauí,2207751,2021
6420,Patos do Piauí,2207777,2021
4084,Pau D'Arco do Piauí,2207793,2021
20583,Paulistana,2207801,2021
3662,Pavussu,2207850,2021
38812,Pedro II,2207900,2021
2551,Pedro Laurentino,2207934,2021
4392,Nova Santa Rita,2207959,2021
78627,Picos,2208007,2021
12150,Pimenteiras,2208106,2021
18492,Pio IX,2208205,2021
28952,Piracuruca,2208304,2021
63829,Piripiri,2208403,2021
12646,Porto,2208502,2021
2728,Porto Alegre do Piauí,2208551,2021
3149,Prata do Piauí,2208601,2021
9041,Queimada Nova,2208650,2021
8814,Redenção do Gurguéia,2208700,2021
17979,Regeneração,2208809,2021
4306,Riacho Frio,2208858,2021
4499,Ribeira do Piauí,2208874,2021
7408,Ribeiro Gonçalves,2208908,2021
6434,Rio Grande do Piauí,2209005,2021
6254,Santa Cruz do Piauí,2209104,2021
4046,Santa Cruz dos Milagres,2209153,2021
6256,Santa Filomena,2209203,2021
5903,Santa Luz,2209302,2021
4650,Santana do Piauí,2209351,2021
5254,Santa Rosa do Piauí,2209377,2021
6466,Santo Antônio de Lisboa,2209401,2021
2172,Santo Antônio dos Milagres,2209450,2021
3809,Santo Inácio do Piauí,2209500,2021
4454,São Braz do Piauí,2209559,2021
2923,São Félix do Piauí,2209609,2021
5801,São Francisco de Assis do Piauí,2209658,2021
6417,São Francisco do Piauí,2209708,2021
3071,São Gonçalo do Gurguéia,2209757,2021
5044,São Gonçalo do Piauí,2209807,2021
4619,São João da Canabrava,2209856,2021
6084,São João da Fronteira,2209872,2021
6106,São João da Serra,2209906,2021
4856,São João da Varjota,2209955,2021
8085,São João do Arraial,2209971,2021
20720,São João do Piauí,2210003,2021
5361,São José do Divino,2210052,2021
3737,São José do Peixe,2210102,2021
6696,São José do Piauí,2210201,2021
6379,São Julião,2210300,2021
4581,São Lourenço do Piauí,2210359,2021
2648,São Luis do Piauí,2210375,2021
2456,São Miguel da Baixa Grande,2210383,2021
3037,São Miguel do Fidalgo,2210391,2021
17617,São Miguel do Tapuio,2210409,2021
14356,São Pedro do Piauí,2210508,2021
35035,São Raimundo Nonato,2210607,2021
3434,Sebastião Barros,2210623,2021
4311,Sebastião Leal,2210631,2021
10074,Sigefredo Pacheco,2210656,2021
14664,Simões,2210706,2021
12778,Simplício Mendes,2210805,2021
4557,Socorro do Piauí,2210904,2021
6801,Sussuapara,2210938,2021
2939,Tamboril do Piauí,2210953,2021
2781,Tanque do Piauí,2210979,2021
871126,Teresina,2211001,2021
44649,União,2211100,2021
21746,Uruçuí,2211209,2021
20940,Valença do Piauí,2211308,2021
4930,Várzea Branca,2211357,2021
4382,Várzea Grande,2211407,2021
3082,Vera Mendes,2211506,2021
2935,Vila Nova do Piauí,2211605,2021
4479,Wall Ferraz,2211704,2021
11965,Abaiara,2300101,2021
15140,Acarape,2300150,2021
63556,Acaraú,2300200,2021
54687,Acopiara,2300309,2021
17584,Aiuaba,2300408,2021
11846,Alcântaras,2300507,2021
7712,Altaneira,2300606,2021
16077,Alto Santo,2300705,2021
44195,Amontada,2300754,2021
7402,Antonina do Norte,2300804,2021
14742,Apuiarés,2300903,2021
81581,Aquiraz,2301000,2021
75392,Aracati,2301109,2021
26600,Aracoiaba,2301208,2021
10983,Ararendá,2301257,2021
21707,Araripe,2301307,2021
11759,Aratuba,2301406,2021
7848,Arneiroz,2301505,2021
23537,Assaré,2301604,2021
24567,Aurora,2301703,2021
6318,Baixio,2301802,2021
18313,Banabuiú,2301851,2021
61662,Barbalha,2301901,2021
22715,Barreira,2301950,2021
22834,Barro,2302008,2021
15069,Barroquinha,2302057,2021
36127,Baturité,2302107,2021
54315,Beberibe,2302206,2021
32851,Bela Cruz,2302305,2021
54680,Boa Viagem,2302404,2021
50195,Brejo Santo,2302503,2021
64147,Camocim,2302602,2021
27513,Campos Sales,2302701,2021
77484,Canindé,2302800,2021
17830,Capistrano,2302909,2021
23011,Caridade,2303006,2021
18470,Cariré,2303105,2021
27008,Caririaçu,2303204,2021
18700,Cariús,2303303,2021
17763,Carnaubal,2303402,2021
72706,Cascavel,2303501,2021
21041,Catarina,2303600,2021
10410,Catunda,2303659,2021
368918,Caucaia,2303709,2021
25612,Cedro,2303808,2021
13112,Chaval,2303907,2021
13608,Choró,2303931,2021
20286,Chorozinho,2303956,2021
23340,Coreaú,2304004,2021
75241,Crateús,2304103,2021
133913,Crato,2304202,2021
18201,Croatá,2304236,2021
25121,Cruz,2304251,2021
9698,Deputado Irapuan Pinheiro,2304269,2021
7254,Ereré,2304277,2021
55035,Eusébio,2304285,2021
19330,Farias Brito,2304301,2021
24680,Forquilha,2304350,2021
2703391,Fortaleza,2304400,2021
16776,Fortim,2304459,2021
14195,Frecheirinha,2304509,2021
7767,General Sampaio,2304608,2021
14415,Graça,2304657,2021
55170,Granja,2304707,2021
4784,Granjeiro,2304806,2021
11219,Groaíras,2304905,2021
26508,Guaiúba,2304954,2021
40921,Guaraciaba do Norte,2305001,2021
5073,Guaramiranga,2305100,2021
20126,Hidrolândia,2305209,2021
69688,Horizonte,2305233,2021
13385,Ibaretama,2305266,2021
25165,Ibiapina,2305308,2021
12730,Ibicuitinga,2305332,2021
20183,Icapuí,2305357,2021
68303,Icó,2305407,2021
103633,Iguatu,2305506,2021
26196,Independência,2305605,2021
11597,Ipaporanga,2305654,2021
12507,Ipaumirim,2305704,2021
42148,Ipu,2305803,2021
38064,Ipueiras,2305902,2021
14351,Iracema,2306009,2021
24450,Irauçuba,2306108,2021
7904,Itaiçaba,2306207,2021
38661,Itaitinga,2306256,2021
53448,Itapajé,2306306,2021
131687,Itapipoca,2306405,2021
20653,Itapiúna,2306504,2021
42595,Itarema,2306553,2021
22018,Itatira,2306603,2021
18133,Jaguaretama,2306702,2021
11580,Jaguaribara,2306801,2021
34592,Jaguaribe,2306900,2021
33960,Jaguaruana,2307007,2021
27187,Jardim,2307106,2021
8150,Jati,2307205,2021
20351,Jijoca de Jericoacoara,2307254,2021
278264,Juazeiro do Norte,2307304,2021
24949,Jucás,2307403,2021
31476,Lavras da Mangabeira,2307502,2021
60232,Limoeiro do Norte,2307601,2021
20031,Madalena,2307635,2021
230986,Maracanaú,2307650,2021
131677,Maranguape,2307700,2021
27822,Marco,2307809,2021
11407,Martinópole,2307908,2021
39341,Massapê,2308005,2021
48370,Mauriti,2308104,2021
15309,Meruoca,2308203,2021
27413,Milagres,2308302,2021
13129,Milhã,2308351,2021
13965,Miraíma,2308377,2021
35566,Missão Velha,2308401,2021
43917,Mombaça,2308500,2021
17264,Monsenhor Tabosa,2308609,2021
61590,Morada Nova,2308708,2021
8833,Moraújo,2308807,2021
22830,Morrinhos,2308906,2021
14561,Mucambo,2309003,2021
11056,Mulungu,2309102,2021
15798,Nova Olinda,2309201,2021
32487,Nova Russas,2309300,2021
28737,Novo Oriente,2309409,2021
25958,Ocara,2309458,2021
21342,Orós,2309508,2021
74145,Pacajus,2309607,2021
85647,Pacatuba,2309706,2021
12313,Pacoti,2309805,2021
6565,Pacujá,2309904,2021
9458,Palhano,2310001,2021
13553,Palmácia,2310100,2021
35526,Paracuru,2310209,2021
33232,Paraipaba,2310258,2021
31391,Parambu,2310308,2021
12276,Paramoti,2310407,2021
43359,Pedra Branca,2310506,2021
9207,Penaforte,2310605,2021
38045,Pentecoste,2310704,2021
16356,Pereiro,2310803,2021
20964,Pindoretama,2310852,2021
17210,Piquet Carneiro,2310902,2021
11052,Pires Ferreira,2310951,2021
12358,Poranga,2311009,2021
14920,Porteiras,2311108,2021
11165,Potengi,2311207,2021
6455,Potiretama,2311231,2021
21246,Quiterianópolis,2311264,2021
88899,Quixadá,2311306,2021
16116,Quixelô,2311355,2021
82455,Quixeramobim,2311405,2021
22432,Quixeré,2311504,2021
29238,Redenção,2311603,2021
18279,Reriutaba,2311702,2021
79550,Russas,2311801,2021
15757,Saboeiro,2311900,2021
16714,Salitre,2311959,2021
32851,Santana do Acaraú,2312007,2021
17726,Santana do Cariri,2312106,2021
43719,Santa Quitéria,2312205,2021
48354,São Benedito,2312304,2021
49306,São Gonçalo do Amarante,2312403,2021
7557,São João do Jaguaribe,2312502,2021
13086,São Luís do Curu,2312601,2021
25418,Senador Pompeu,2312700,2021
7758,Senador Sá,2312809,2021
212437,Sobral,2312908,2021
18389,Solonópole,2313005,2021
32079,Tabuleiro do Norte,2313104,2021
26199,Tamboril,2313203,2021
8555,Tarrafas,2313252,2021
59259,Tauá,2313302,2021
19551,Tejuçuoca,2313351,2021
77111,Tianguá,2313401,2021
56653,Trairi,2313500,2021
16588,Tururu,2313559,2021
35295,Ubajara,2313609,2021
7740,Umari,2313708,2021
19976,Umirim,2313757,2021
22223,Uruburetama,2313807,2021
13988,Uruoca,2313906,2021
18520,Varjota,2313955,2021
41078,Várzea Alegre,2314003,2021
61916,Viçosa do Ceará,2314102,2021
11106,Acari,2400109,2021
58743,Açu,2400208,2021
11024,Afonso Bezerra,2400307,2021
3293,Água Nova,2400406,2021
13529,Alexandria,2400505,2021
4685,Almino Afonso,2400604,2021
14923,Alto do Rodrigues,2400703,2021
11695,Angicos,2400802,2021
7162,Antônio Martins,2400901,2021
35904,Apodi,2401008,2021
28156,Areia Branca,2401107,2021
14526,Arês,2401206,2021
9686,Campo Grande,2401305,2021
9373,Baía Formosa,2401404,2021
29112,Baraúna,2401453,2021
3989,Barcelona,2401503,2021
5552,Bento Fernandes,2401602,2021
2171,Bodó,2401651,2021
10323,Bom Jesus,2401701,2021
12873,Brejinho,2401800,2021
6572,Caiçara do Norte,2401859,2021
3745,Caiçara do Rio do Vento,2401909,2021
68726,Caicó,2402006,2021
11363,Campo Redondo,2402105,2021
34814,Canguaretama,2402204,2021
20588,Caraúbas,2402303,2021
8297,Carnaúba dos Dantas,2402402,2021
10972,Carnaubais,2402501,2021
74268,Ceará,2402600,2021
11182,Cerro Corá,2402709,2021
5501,Coronel Ezequiel,2402808,2021
4918,Coronel João Pessoa,2402907,2021
7968,Cruzeta,2403004,2021
45022,Currais Novos,2403103,2021
7068,Doutor Severiano,2403202,2021
272490,Parnamirim,2403251,2021
5697,Encanto,2403301,2021
6064,Equador,2403400,2021
10463,Espírito Santo,2403509,2021
29282,Extremoz,2403608,2021
6009,Felipe Guerra,2403707,2021
3081,Fernando Pedroza,2403756,2021
9772,Florânia,2403806,2021
2801,Francisco Dantas,2403905,2021
4015,Frutuoso Gomes,2404002,2021
2903,Galinhos,2404101,2021
27004,Goianinha,2404200,2021
13115,Governador Dix,2404309,2021
10541,Grossos,2404408,2021
16261,Guamaré,2404507,2021
14033,Ielmo Marinho,2404606,2021
15759,Ipanguaçu,2404705,2021
2264,Ipueira,2404804,2021
7641,Itajá,2404853,2021
5916,Itaú,2404903,2021
9341,Jaçanã,2405009,2021
6907,Jandaíra,2405108,2021
5228,Janduís,2405207,2021
10367,Januário Cicco,2405306,2021
4935,Japi,2405405,2021
2600,Jardim de Angicos,2405504,2021
15044,Jardim de Piranhas,2405603,2021
12397,Jardim do Seridó,2405702,2021
35360,João Câmara,2405801,2021
2653,João Dias,2405900,2021
5941,José da Penha,2406007,2021
18335,Jucurutu,2406106,2021
3945,Jundiá,2406155,2021
6851,Lagoa d'Anta,2406205,2021
7624,Lagoa de Pedras,2406304,2021
2732,Lagoa de Velhos,2406403,2021
15880,Lagoa Nova,2406502,2021
8348,Lagoa Salgada,2406601,2021
11410,Lajes,2406700,2021
4768,Lajes Pintadas,2406809,2021
4053,Lucrécia,2406908,2021
10175,Luís Gomes,2407005,2021
82828,Macaíba,2407104,2021
32260,Macau,2407203,2021
4102,Major Sales,2407252,2021
8325,Marcelino Vieira,2407302,2021
8790,Martins,2407401,2021
12714,Maxaranguape,2407500,2021
4665,Messias Targino,2407609,2021
11166,Montanhas,2407708,2021
22698,Monte Alegre,2407807,2021
2063,Monte das Gameleiras,2407906,2021
303792,Mossoró,2408003,2021
896708,Natal,2408102,2021
28266,Nísia Floresta,2408201,2021
37554,Nova Cruz,2408300,2021
4231,Olho d'Água do Borges,2408409,2021
4813,Ouro Branco,2408508,2021
4298,Paraná,2408607,2021
3732,Paraú,2408706,2021
5307,Parazinho,2408805,2021
21611,Parelhas,2408904,2021
10961,Rio do Fogo,2408953,2021
13667,Passa e Fica,2409100,2021
3114,Passagem,2409209,2021
12861,Patu,2409308,2021
5689,Santa Maria,2409332,2021
30802,Pau dos Ferros,2409407,2021
3163,Pedra Grande,2409506,2021
2419,Pedra Preta,2409605,2021
6591,Pedro Avelino,2409704,2021
14881,Pedro Velho,2409803,2021
15411,Pendências,2409902,2021
3900,Pilões,2410009,2021
15646,Poço Branco,2410108,2021
7944,Portalegre,2410207,2021
6605,Porto do Mangue,2410256,2021
10646,Serra Caiada,2410306,2021
9825,Pureza,2410405,2021
5158,Rafael Fernandes,2410504,2021
3214,Rafael Godeiro,2410603,2021
3648,Riacho da Cruz,2410702,2021
4194,Riacho de Santana,2410801,2021
8310,Riachuelo,2410900,2021
4457,Rodolfo Fernandes,2411007,2021
4173,Tibau,2411056,2021
3584,Ruy Barbosa,2411106,2021
40295,Santa Cruz,2411205,2021
11808,Santana do Matos,2411403,2021
2699,Santana do Seridó,2411429,2021
24422,Santo Antônio,2411502,2021
2687,São Bento do Norte,2411601,2021
4541,São Bento do Trairí,2411700,2021
3606,São Fernando,2411809,2021
4281,São Francisco do Oeste,2411908,2021
104919,São Gonçalo do Amarante,2412005,2021
6221,São João do Sabugi,2412104,2021
44566,São José de Mipibu,2412203,2021
12901,São José do Campestre,2412302,2021
4696,São José do Seridó,2412401,2021
23789,São Miguel,2412500,2021
10441,São Miguel do Gostoso,2412559,2021
17858,São Paulo do Potengi,2412609,2021
5889,São Pedro,2412708,2021
8183,São Rafael,2412807,2021
11051,São Tomé,2412906,2021
6476,São Vicente,2413003,2021
6167,Senador Elói de Souza,2413102,2021
4527,Senador Georgino Avelino,2413201,2021
5739,Serra de São Bento,2413300,2021
12225,Serra do Mel,2413359,2021
8105,Serra Negra do Norte,2413409,2021
6128,Serrinha,2413508,2021
4832,Serrinha dos Pintos,2413557,2021
1743,Severiano Melo,2413607,2021
5600,Sítio Novo,2413706,2021
2606,Taboleiro Grande,2413805,2021
12314,Taipu,2413904,2021
16008,Tangará,2414001,2021
10923,Tenente Ananias,2414100,2021
6085,Tenente Laurentino Cruz,2414159,2021
14694,Tibau do Sul,2414209,2021
2427,Timbaúba dos Batistas,2414308,2021
33716,Touros,2414407,2021
3195,Triunfo Potiguar,2414456,2021
10485,Umarizal,2414506,2021
14937,Upanema,2414605,2021
5529,Várzea,2414704,2021
4232,Venha,2414753,2021
12789,Vera Cruz,2414803,2021
1731,Viçosa,2414902,2021
3217,Vila Flor,2415008,2021
10375,Água Branca,2500106,2021
5622,Aguiar,2500205,2021
28384,Alagoa Grande,2500304,2021
20992,Alagoa Nova,2500403,2021
14629,Alagoinha,2500502,2021
5527,Alcantil,2500536,2021
2588,Algodão de Jandaíra,2500577,2021
19865,Alhandra,2500601,2021
18020,São João do Rio do Peixe,2500700,2021
2264,Amparo,2500734,2021
8482,Aparecida,2500775,2021
16857,Araçagi,2500809,2021
13613,Arara,2500908,2021
20610,Araruna,2501005,2021
22493,Areia,2501104,2021
2105,Areia de Baraúnas,2501153,2021
7054,Areial,2501203,2021
19081,Aroeiras,2501302,2021
4067,Assunção,2501351,2021
9197,Baía da Traição,2501401,2021
21220,Bananeiras,2501500,2021
5033,Baraúna,2501534,2021
8338,Barra de Santana,2501575,2021
15607,Barra de Santa Rosa,2501609,2021
6095,Barra de São Miguel,2501708,2021
97519,Bayeux,2501807,2021
17733,Belém,2501906,2021
7356,Belém do Brejo do Cruz,2502003,2021
3571,Bernardino Batista,2502052,2021
5248,Boa Ventura,2502102,2021
7218,Boa Vista,2502151,2021
2588,Bom Jesus,2502201,2021
4937,Bom Sucesso,2502300,2021
12126,Bonito de Santa Fé,2502409,2021
17934,Boqueirão,2502508,2021
6092,Igaracy,2502607,2021
5311,Borborema,2502706,2021
14287,Brejo do Cruz,2502805,2021
6479,Brejo dos Santos,2502904,2021
22079,Caaporã,2503001,2021
5710,Cabaceiras,2503100,2021
69773,Cabedelo,2503209,2021
10364,Cachoeira dos Índios,2503308,2021
3708,Cacimba de Areia,2503407,2021
17169,Cacimba de Dentro,2503506,2021
7225,Cacimbas,2503555,2021
7182,Caiçara,2503605,2021
62576,Cajazeiras,2503704,2021
3217,Cajazeirinhas,2503753,2021
6077,Caldas Brandão,2503803,2021
6048,Camalaú,2503902,2021
413830,Campina Grande,2504009,2021
6715,Capim,2504033,2021
4206,Caraúbas,2504074,2021
2714,Carrapateira,2504108,2021
7530,Casserengue,2504157,2021
4938,Catingueira,2504207,2021
30819,Catolé do Rocha,2504306,2021
4898,Caturité,2504355,2021
19030,Conceição,2504405,2021
6662,Condado,2504504,2021
25341,Conde,2504603,2021
4787,Congo,2504702,2021
15438,Coremas,2504801,2021
1948,Coxixola,2504850,2021
17599,Cruz do Espírito Santo,2504900,2021
7866,Cubati,2505006,2021
20331,Cuité,2505105,2021
6748,Cuitegi,2505204,2021
6360,Cuité de Mamanguape,2505238,2021
5209,Curral de Cima,2505279,2021
2508,Curral Velho,2505303,2021
5409,Damião,2505352,2021
8332,Desterro,2505402,2021
3850,Vista Serrana,2505501,2021
6506,Diamante,2505600,2021
10375,Dona Inês,2505709,2021
3569,Duas Estradas,2505808,2021
3556,Emas,2505907,2021
33386,Esperança,2506004,2021
11180,Fagundes,2506103,2021
2989,Frei Martinho,2506202,2021
8292,Gado Bravo,2506251,2021
59389,Guarabira,2506301,2021
14125,Gurinhém,2506400,2021
3477,Gurjão,2506509,2021
5877,Ibiara,2506608,2021
11877,Imaculada,2506707,2021
18184,Ingá,2506806,2021
24363,Itabaiana,2506905,2021
24960,Itaporanga,2507002,2021
18978,Itapororoca,2507101,2021
11069,Itatuba,2507200,2021
14467,Jacaraú,2507309,2021
7751,Jericó,2507408,2021
825796,João Pessoa,2507507,2021
8014,Juarez Távora,2507606,2021
18422,Juazeirinho,2507705,2021
7238,Junco do Seridó,2507804,2021
10830,Juripiranga,2507903,2021
9831,Juru,2508000,2021
4640,Lagoa,2508109,2021
7754,Lagoa de Dentro,2508208,2021
27728,Lagoa Seca,2508307,2021
2698,Lastro,2508406,2021
7274,Livramento,2508505,2021
4406,Logradouro,2508554,2021
13344,Lucena,2508604,2021
3988,Mãe d'Água,2508703,2021
5745,Malta,2508802,2021
45385,Mamanguape,2508901,2021
10988,Manaíra,2509008,2021
8746,Marcação,2509057,2021
21895,Mari,2509107,2021
6689,Marizópolis,2509156,2021
14077,Massaranduba,2509206,2021
8642,Mataraca,2509305,2021
4528,Matinhas,2509339,2021
2944,Mato Grosso,2509370,2021
6690,Maturéia,2509396,2021
13238,Mogeiro,2509404,2021
5806,Montadas,2509503,2021
4867,Monte Horebe,2509602,2021
33638,Monteiro,2509701,2021
9962,Mulungu,2509800,2021
10449,Natuba,2509909,2021
7271,Nazarezinho,2510006,2021
10614,Nova Floresta,2510105,2021
5892,Nova Olinda,2510204,2021
5011,Nova Palmeira,2510303,2021
6399,Olho d'Água,2510402,2021
3989,Olivedos,2510501,2021
3052,Ouro Velho,2510600,2021
1747,Parari,2510659,2021
2453,Passagem,2510709,2021
108766,Patos,2510808,2021
12411,Paulista,2510907,2021
3802,Pedra Branca,2511004,2021
7954,Pedra Lavrada,2511103,2021
28607,Pedras de Fogo,2511202,2021
16147,Piancó,2511301,2021
18737,Picuí,2511400,2021
12036,Pilar,2511509,2021
6518,Pilões,2511608,2021
4937,Pilõezinhos,2511707,2021
10590,Pirpirituba,2511806,2021
19478,Pitimbu,2511905,2021
18848,Pocinhos,2512002,2021
3877,Poço Dantas,2512036,2021
4366,Poço de José de Moura,2512077,2021
32803,Pombal,2512101,2021
4265,Prata,2512200,2021
23749,Princesa Isabel,2512309,2021
13801,Puxinanã,2512408,2021
44388,Queimadas,2512507,2021
2009,Quixaba,2512606,2021
19973,Remígio,2512705,2021
6139,Pedro Régis,2512721,2021
3650,Riachão,2512747,2021
4562,Riachão do Bacamarte,2512754,2021
4571,Riachão do Poço,2512762,2021
1999,Riacho de Santo Antônio,2512788,2021
8555,Riacho dos Cavalos,2512804,2021
24258,Rio Tinto,2512903,2021
3975,Salgadinho,2513000,2021
12123,Salgado de São Félix,2513109,2021
6526,Santa Cecília,2513158,2021
6579,Santa Cruz,2513208,2021
5853,Santa Helena,2513307,2021
3591,Santa Inês,2513356,2021
15470,Santa Luzia,2513406,2021
5098,Santana de Mangueira,2513505,2021
6942,Santana dos Garrotes,2513604,2021
2640,Joca Claudino,2513653,2021
138093,Santa Rita,2513703,2021
4550,Santa Teresinha,2513802,2021
2496,Santo André,2513851,2021
34650,São Bento,2513901,2021
4602,São Bentinho,2513927,2021
2645,São Domingos do Cariri,2513943,2021
3119,São Domingos,2513968,2021
3377,São Francisco,2513984,2021
4170,São João do Cariri,2514008,2021
4408,São João do Tigre,2514107,2021
7622,São José da Lagoa Tapada,2514206,2021
6394,São José de Caiana,2514305,2021
4631,São José de Espinharas,2514404,2021
6037,São José dos Ramos,2514453,2021
20406,São José de Piranhas,2514503,2021
3898,São José de Princesa,2514552,2021
3619,São José do Bonfim,2514602,2021
1821,São José do Brejo do Cruz,2514651,2021
4153,São José do Sabugi,2514701,2021
3607,São José dos Cordeiros,2514800,2021
7682,São Mamede,2514909,2021
7450,São Miguel de Taipu,2515005,2021
11793,São Sebastião de Lagoa de Roça,2515104,2021
3534,São Sebastião do Umbuzeiro,2515203,2021
52977,Sapé,2515302,2021
10919,São Vicente do Seridó,2515401,2021
13807,Serra Branca,2515500,2021
3114,Serra da Raiz,2515609,2021
2921,Serra Grande,2515708,2021
7001,Serra Redonda,2515807,2021
6037,Serraria,2515906,2021
5152,Sertãozinho,2515930,2021
7845,Sobrado,2515971,2021
26051,Solânea,2516003,2021
15211,Soledade,2516102,2021
3631,Sossêgo,2516151,2021
69997,Sousa,2516201,2021
17096,Sumé,2516300,2021
11024,Tacima,2516409,2021
15505,Taperoá,2516508,2021
14791,Tavares,2516607,2021
15333,Teixeira,2516706,2021
3103,Tenório,2516755,2021
9473,Triunfo,2516805,2021
15356,Uiraúna,2516904,2021
9914,Umbuzeiro,2517001,2021
2870,Várzea,2517100,2021
5395,Vieirópolis,2517209,2021
2269,Zabelê,2517407,2021
100698,Abreu e Lima,2600054,2021
37546,Afogados da Ingazeira,2600104,2021
19981,Afrânio,2600203,2021
25240,Agrestina,2600302,2021
37386,Água Preta,2600401,2021
43923,Águas Belas,2600500,2021
14798,Alagoinha,2600609,2021
38408,Aliança,2600708,2021
22996,Altinho,2600807,2021
22910,Amaraji,2600906,2021
11301,Angelim,2601003,2021
20936,Araçoiaba,2601052,2021
85301,Araripina,2601102,2021
75295,Arcoverde,2601201,2021
14632,Barra de Guabiraba,2601300,2021
42866,Barreiros,2601409,2021
12169,Belém de Maria,2601508,2021
20730,Belém do São Francisco,2601607,2021
76930,Belo Jardim,2601706,2021
12811,Betânia,2601805,2021
60960,Bezerros,2601904,2021
38605,Bodocó,2602001,2021
48975,Bom Conselho,2602100,2021
40038,Bom Jardim,2602209,2021
38101,Bonito,2602308,2021
8981,Brejão,2602407,2021
7489,Brejinho,2602506,2021
51696,Brejo da Madre de Deus,2602605,2021
13224,Buenos Aires,2602704,2021
59448,Buíque,2602803,2021
210796,Cabo de Santo Agostinho,2602902,2021
34778,Cabrobó,2603009,2021
20618,Cachoeirinha,2603108,2021
29065,Caetés,2603207,2021
10983,Calçado,2603306,2021
5744,Calumbi,2603405,2021
159945,Camaragibe,2603454,2021
19032,Camocim de São Félix,2603504,2021
8592,Camutanga,2603603,2021
24743,Canhotinho,2603702,2021
20048,Capoeiras,2603801,2021
19666,Carnaíba,2603900,2021
13117,Carnaubeira da Penha,2603926,2021
85131,Carpina,2604007,2021
369343,Caruaru,2604106,2021
14395,Casinhas,2604155,2021
43778,Catende,2604205,2021
11972,Cedro,2604304,2021
13641,Chã de Alegria,2604403,2021
21929,Chã Grande,2604502,2021
26755,Condado,2604601,2021
18327,Correntes,2604700,2021
12543,Cortês,2604809,2021
9494,Cumaru,2604908,2021
24237,Cupira,2605004,2021
37633,Custódia,2605103,2021
19246,Dormentes,2605152,2021
69701,Escada,2605202,2021
31709,Exu,2605301,2021
22360,Feira Nova,2605400,2021
3140,Fernando de Noronha,2605459,2021
12216,Ferreiros,2605509,2021
22612,Flores,2605608,2021
33488,Floresta,2605707,2021
15633,Frei Miguelinho,2605806,2021
31578,Gameleira,2605905,2021
141347,Garanhuns,2606002,2021
30847,Glória do Goitá,2606101,2021
80345,Goiana,2606200,2021
7586,Granito,2606309,2021
85309,Gravatá,2606408,2021
19284,Iati,2606507,2021
29585,Ibimirim,2606606,2021
7773,Ibirajuba,2606705,2021
119690,Igarassu,2606804,2021
12265,Iguaracy,2606903,2021
24034,Inajá,2607000,2021
4537,Ingazeira,2607109,2021
99101,Ipojuca,2607208,2021
31515,Ipubi,2607307,2021
5013,Itacuruba,2607406,2021
26268,Itaíba,2607505,2021
27076,Ilha de Itamaracá,2607604,2021
36495,Itambé,2607653,2021
13492,Itapetim,2607703,2021
27144,Itapissuma,2607752,2021
17056,Itaquitinga,2607802,2021
711330,Jaboatão dos Guararapes,2607901,2021
11632,Jaqueira,2607950,2021
17305,Jataúba,2608008,2021
14904,Jatobá,2608057,2021
33570,João Alfredo,2608107,2021
