populacao,municipio,cod_mun,ano
15999,Joaquim Nabuco,2608206,2021
11545,Jucati,2608255,2021
15007,Jupi,2608305,2021
15483,Jurema,2608404,2021
18429,Lagoa do Carro,2608453,2021
21490,Lagoa de Itaenga,2608503,2021
13300,Lagoa do Ouro,2608602,2021
16345,Lagoa dos Gatos,2608701,2021
26090,Lagoa Grande,2608750,2021
40883,Lajedo,2608800,2021
56149,Limoeiro,2608909,2021
25565,Macaparana,2609006,2021
16549,Machados,2609105,2021
22110,Manari,2609154,2021
11098,Maraial,2609204,2021
15548,Mirandiba,2609303,2021
63792,Moreno,2609402,2021
32673,Nazaré da Mata,2609501,2021
393734,Olinda,2609600,2021
23985,Orobó,2609709,2021
15309,Orocó,2609808,2021
70466,Ouricuri,2609907,2021
63745,Palmares,2610004,2021
7509,Palmeirina,2610103,2021
26438,Panelas,2610202,2021
11608,Paranatama,2610301,2021
22198,Parnamirim,2610400,2021
28856,Passira,2610509,2021
57346,Paudalho,2610608,2021
336919,Paulista,2610707,2021
22716,Pedra,2610806,2021
68067,Pesqueira,2610905,2021
37246,Petrolândia,2611002,2021
359372,Petrolina,2611101,2021
11308,Poção,2611200,2021
27204,Pombos,2611309,2021
15231,Primavera,2611408,2021
26309,Quipapá,2611507,2021
6796,Quixaba,2611533,2021
1661017,Recife,2611606,2021
20744,Riacho das Almas,2611705,2021
47813,Ribeirão,2611804,2021
23719,Rio Formoso,2611903,2021
9600,Sairé,2612000,2021
11214,Salgadinho,2612109,2021
61561,Salgueiro,2612208,2021
15880,Saloá,2612307,2021
27308,Sanharó,2612406,2021
15713,Santa Cruz,2612455,2021
12708,Santa Cruz da Baixa Verde,2612471,2021
111812,Santa Cruz do Capibaribe,2612505,2021
14645,Santa Filomena,2612554,2021
42266,Santa Maria da Boa Vista,2612604,2021
14308,Santa Maria do Cambucá,2612703,2021
11914,Santa Terezinha,2612802,2021
16239,São Benedito do Sul,2612901,2021
60567,São Bento do Una,2613008,2021
37488,São Caitano,2613107,2021
23002,São João,2613206,2021
21439,São Joaquim do Monte,2613305,2021
21868,São José da Coroa Grande,2613404,2021
34082,São José do Belmonte,2613503,2021
34210,São José do Egito,2613602,2021
114910,São Lourenço da Mata,2613701,2021
18150,São Vicente Férrer,2613800,2021
87467,Serra Talhada,2613909,2021
19226,Serrita,2614006,2021
36189,Sertânia,2614105,2021
46845,Sirinhaém,2614204,2021
11269,Moreilândia,2614303,2021
6034,Solidão,2614402,2021
66192,Surubim,2614501,2021
28860,Tabira,2614600,2021
12843,Tacaimbó,2614709,2021
26439,Tacaratu,2614808,2021
23852,Tamandaré,2614857,2021
29472,Taquaritinga do Norte,2615003,2021
7227,Terezinha,2615102,2021
10314,Terra Nova,2615201,2021
52587,Timbaúba,2615300,2021
47088,Toritama,2615409,2021
13856,Tracunhaém,2615508,2021
31103,Trindade,2615607,2021
15232,Triunfo,2615706,2021
27793,Tupanatinga,2615805,2021
8266,Tuparetama,2615904,2021
18835,Venturosa,2616001,2021
9572,Verdejante,2616100,2021
7526,Vertente do Lério,2616183,2021
21172,Vertentes,2616209,2021
32897,Vicência,2616308,2021
140389,Vitória de Santo Antão,2616407,2021
14789,Xexéu,2616506,2021
20263,Água Branca,2700102,2021
17507,Anadia,2700201,2021
234309,Arapiraca,2700300,2021
47540,Atalaia,2700409,2021
16201,Barra de Santo Antônio,2700508,2021
8434,Barra de São Miguel,2700607,2021
18440,Batalha,2700706,2021
4226,Belém,2700805,2021
6717,Belo Monte,2700904,2021
27429,Boca da Mata,2701001,2021
10426,Branquinha,2701100,2021
10920,Cacimbinhas,2701209,2021
21397,Cajueiro,2701308,2021
6972,Campestre,2701357,2021
57997,Campo Alegre,2701407,2021
9576,Campo Grande,2701506,2021
17715,Canapi,2701605,2021
16907,Capela,2701704,2021
9568,Carneiros,2701803,2021
7311,Chã Preta,2701902,2021
10594,Coité do Nóia,2702009,2021
21935,Colônia Leopoldina,2702108,2021
5882,Coqueiro Seco,2702207,2021
57647,Coruripe,2702306,2021
24396,Craíbas,2702355,2021
52501,Delmiro Gouveia,2702405,2021
11059,Dois Riachos,2702504,2021
18304,Estrela de Alagoas,2702553,2021
22192,Feira Grande,2702603,2021
4803,Feliz Deserto,2702702,2021
12823,Flexeiras,2702801,2021
41549,Girau do Ponciano,2702900,2021
15637,Ibateguara,2703007,2021
25596,Igaci,2703106,2021
24670,Igreja Nova,2703205,2021
18398,Inhapi,2703304,2021
5185,Jacaré dos Homens,2703403,2021
6992,Jacuípe,2703502,2021
8444,Japaratinga,2703601,2021
5751,Jaramataia,2703700,2021
11495,Jequiá da Praia,2703759,2021
24167,Joaquim Gomes,2703809,2021
4119,Jundiá,2703908,2021
24716,Junqueiro,2704005,2021
17692,Lagoa da Canoa,2704104,2021
28904,Limoeiro de Anadia,2704203,2021
1031597,Maceió,2704302,2021
19923,Major Isidoro,2704401,2021
33351,Maragogi,2704500,2021
8850,Maravilha,2704609,2021
52848,Marechal Deodoro,2704708,2021
13123,Maribondo,2704807,2021
3474,Mar Vermelho,2704906,2021
25200,Mata Grande,2705002,2021
24627,Matriz de Camaragibe,2705101,2021
18201,Messias,2705200,2021
5315,Minador do Negrão,2705309,2021
7171,Monteirópolis,2705408,2021
28428,Murici,2705507,2021
12837,Novo Lino,2705606,2021
21690,Olho d'Água das Flores,2705705,2021
9507,Olho d'Água do Casado,2705804,2021
5133,Olho d'Água Grande,2705903,2021
11681,Olivença,2706000,2021
11573,Ouro Branco,2706109,2021
5061,Palestina,2706208,2021
73452,Palmeira dos Índios,2706307,2021
24307,Pão de Açúcar,2706406,2021
10546,Pariconha,2706422,2021
13484,Paripueira,2706448,2021
15270,Passo de Camaragibe,2706505,2021
7556,Paulo Jacinto,2706604,2021
64005,Penedo,2706703,2021
17868,Piaçabuçu,2706802,2021
35310,Pilar,2706901,2021
2903,Pindoba,2707008,2021
25324,Piranhas,2707107,2021
14447,Poço das Trincheiras,2707206,2021
27331,Porto Calvo,2707305,2021
7618,Porto de Pedras,2707404,2021
20158,Porto Real do Colégio,2707503,2021
11202,Quebrangulo,2707602,2021
75662,Rio Largo,2707701,2021
6634,Roteiro,2707800,2021
7344,Santa Luzia do Norte,2707909,2021
47910,Santana do Ipanema,2708006,2021
10637,Santana do Mundaú,2708105,2021
6977,São Brás,2708204,2021
24064,São José da Laje,2708303,2021
32462,São José da Tapera,2708402,2021
34825,São Luís do Quitunde,2708501,2021
62328,São Miguel dos Campos,2708600,2021
8073,São Miguel dos Milagres,2708709,2021
34424,São Sebastião,2708808,2021
14042,Satuba,2708907,2021
13893,Senador Rui Palmeira,2708956,2021
6115,Tanque d'Arca,2709004,2021
20162,Taquarana,2709103,2021
44570,Teotônio Vilela,2709152,2021
27934,Traipu,2709202,2021
65963,União dos Palmares,2709301,2021
25655,Viçosa,2709400,2021
2386,Amparo do São Francisco,2800100,2021
21796,Aquidabã,2800209,2021
672614,Aracaju,2800308,2021
9840,Arauá,2800407,2021
18825,Areia Branca,2800506,2021
31439,Barra dos Coqueiros,2800605,2021
26980,Boquim,2800670,2021
8396,Brejo Grande,2800704,2021
18325,Campo do Brito,2801009,2021
4003,Canhoba,2801108,2021
30894,Canindé de São Francisco,2801207,2021
34808,Capela,2801306,2021
22393,Carira,2801405,2021
17232,Carmópolis,2801504,2021
5929,Cedro de São João,2801603,2021
18181,Cristinápolis,2801702,2021
4008,Cumbe,2801900,2021
5290,Divina Pastora,2802007,2021
69919,Estância,2802106,2021
5617,Feira Nova,2802205,2021
15688,Frei Paulo,2802304,2021
11599,Gararu,2802403,2021
3421,General Maynard,2802502,2021
5831,Graccho Cardoso,2802601,2021
8522,Ilha das Flores,2802700,2021
18337,Indiaroba,2802809,2021
96839,Itabaiana,2802908,2021
42399,Itabaianinha,2803005,2021
4869,Itabi,2803104,2021
35054,Itaporanga d'Ajuda,2803203,2021
19067,Japaratuba,2803302,2021
13422,Japoatã,2803401,2021
106015,Lagarto,2803500,2021
30327,Laranjeiras,2803609,2021
7002,Macambira,2803708,2021
3715,Malhada dos Bois,2803807,2021
12689,Malhador,2803906,2021
17328,Maruim,2804003,2021
11361,Moita Bonita,2804102,2021
15315,Monte Alegre de Sergipe,2804201,2021
7653,Muribeca,2804300,2021
18688,Neópolis,2804409,2021
8822,Nossa Senhora Aparecida,2804458,2021
37715,Nossa Senhora da Glória,2804508,2021
26957,Nossa Senhora das Dores,2804607,2021
6509,Nossa Senhora de Lourdes,2804706,2021
187733,Nossa Senhora do Socorro,2804805,2021
14650,Pacatuba,2804904,2021
3309,Pedra Mole,2805000,2021
9727,Pedrinhas,2805109,2021
6678,Pinhão,2805208,2021
9436,Pirambu,2805307,2021
35461,Poço Redondo,2805406,2021
24003,Poço Verde,2805505,2021
28788,Porto da Folha,2805604,2021
29756,Propriá,2805703,2021
19813,Riachão do Dantas,2805802,2021
10354,Riachuelo,2805901,2021
18891,Ribeirópolis,2806008,2021
11158,Rosário do Catete,2806107,2021
20051,Salgado,2806206,2021
14205,Santa Luzia do Itanhy,2806305,2021
7906,Santana do São Francisco,2806404,2021
3933,Santa Rosa de Lima,2806503,2021
12200,Santo Amaro das Brotas,2806602,2021
92090,São Cristóvão,2806701,2021
11276,São Domingos,2806800,2021
3837,São Francisco,2806909,2021
3964,São Miguel do Aleixo,2807006,2021
40724,Simão Dias,2807105,2021
9046,Siriri,2807204,2021
3271,Telha,2807303,2021
52861,Tobias Barreto,2807402,2021
13534,Tomar do Geru,2807501,2021
25800,Umbaúba,2807600,2021
8681,Abaíra,2900108,2021
20594,Abaré,2900207,2021
15214,Acajutiba,2900306,2021
17209,Adustina,2900355,2021
17096,Água Fria,2900405,2021
10513,Érico Cardoso,2900504,2021
4387,Aiquara,2900603,2021
153023,Alagoinhas,2900702,2021
22509,Alcobaça,2900801,2021
5273,Almadina,2900900,2021
37631,Amargosa,2901007,2021
24997,Amélia Rodrigues,2901106,2021
16086,América Dourada,2901155,2021
21229,Anagé,2901205,2021
13122,Andaraí,2901304,2021
14416,Andorinha,2901353,2021
13902,Angical,2901403,2021
11369,Anguera,2901502,2021
19659,Antas,2901601,2021
11670,Antônio Cardoso,2901700,2021
11955,Antônio Gonçalves,2901809,2021
17840,Aporá,2901908,2021
7274,Apuarema,2901957,2021
12960,Aracatu,2902005,2021
12237,Araçás,2902054,2021
54903,Araci,2902104,2021
11519,Aramari,2902203,2021
10904,Arataca,2902252,2021
8848,Aratuípe,2902302,2021
11079,Aurelino Leal,2902401,2021
13979,Baianópolis,2902500,2021
20431,Baixa Grande,2902609,2021
13251,Banzaê,2902658,2021
54225,Barra,2902708,2021
20198,Barra da Estiva,2902807,2021
30831,Barra do Choça,2902906,2021
13128,Barra do Mendes,2903003,2021
5515,Barra do Rocha,2903102,2021
158432,Barreiras,2903201,2021
15171,Barro Alto,2903235,2021
16225,Barrocas,2903276,2021
5312,Barro Preto,2903300,2021
23540,Belmonte,2903409,2021
17013,Belo Campo,2903508,2021
15989,Biritinga,2903607,2021
12039,Boa Nova,2903706,2021
18491,Boa Vista do Tupim,2903805,2021
70151,Bom Jesus da Lapa,2903904,2021
9768,Bom Jesus da Serra,2903953,2021
14518,Boninal,2904001,2021
16999,Bonito,2904050,2021
21486,Boquira,2904100,2021
10050,Botuporã,2904209,2021
14155,Brejões,2904308,2021
10675,Brejolândia,2904407,2021
10705,Brotas de Macaúbas,2904506,2021
67468,Brumado,2904605,2021
18269,Buerarema,2904704,2021
21374,Buritirama,2904753,2021
6232,Caatiba,2904803,2021
19010,Cabaceiras do Paraguaçu,2904852,2021
33659,Cachoeira,2904902,2021
23407,Caculé,2905008,2021
8912,Caém,2905107,2021
14671,Caetanos,2905156,2021
51184,Caetité,2905206,2021
18585,Cafarnaum,2905305,2021
18666,Cairu,2905404,2021
13452,Caldeirão Grande,2905503,2021
32023,Camacan,2905602,2021
309208,Camaçari,2905701,2021
35444,Camamu,2905800,2021
28839,Campo Alegre de Lourdes,2905909,2021
71754,Campo Formoso,2906006,2021
9694,Canápolis,2906105,2021
26468,Canarana,2906204,2021
30722,Canavieiras,2906303,2021
8109,Candeal,2906402,2021
87820,Candeias,2906501,2021
14415,Candiba,2906600,2021
24921,Cândido Sales,2906709,2021
34929,Cansanção,2906808,2021
16832,Canudos,2906824,2021
11597,Capela do Alto Alegre,2906857,2021
31055,Capim Grosso,2906873,2021
8659,Caraíbas,2906899,2021
22166,Caravelas,2906907,2021
9395,Cardeal da Silva,2907004,2021
29118,Carinhanha,2907103,2021
73092,Casa Nova,2907202,2021
26369,Castro Alves,2907301,2021
3619,Catolândia,2907400,2021
55222,Catu,2907509,2021
9303,Caturama,2907558,2021
17293,Central,2907608,2021
11221,Chorrochó,2907707,2021
32636,Cícero Dantas,2907806,2021
17402,Cipó,2907905,2021
16128,Coaraci,2908002,2021
18835,Cocos,2908101,2021
22933,Conceição da Feira,2908200,2021
17087,Conceição do Almeida,2908309,2021
67394,Conceição do Coité,2908408,2021
33631,Conceição do Jacuípe,2908507,2021
26223,Conde,2908606,2021
17113,Condeúba,2908705,2021
4025,Contendas do Sincorá,2908804,2021
22391,Coração de Maria,2908903,2021
8667,Cordeiros,2909000,2021
14108,Coribe,2909109,2021
15549,Coronel João Sá,2909208,2021
32243,Correntina,2909307,2021
13756,Cotegipe,2909406,2021
5352,Cravolândia,2909505,2021
21219,Crisópolis,2909604,2021
13981,Cristópolis,2909703,2021
63923,Cruz das Almas,2909802,2021
35065,Curaçá,2909901,2021
10347,Dário Meira,2910008,2021
83705,Dias d'Ávila,2910057,2021
12281,Dom Basílio,2910107,2021
4072,Dom Macedo Costa,2910206,2021
8129,Elísio Medrado,2910305,2021
15914,Encruzilhada,2910404,2021
42014,Entre Rios,2910503,2021
37902,Esplanada,2910602,2021
61112,Euclides da Cunha,2910701,2021
115360,Eunápolis,2910727,2021
17801,Fátima,2910750,2021
5656,Feira da Mata,2910776,2021
624107,Feira de Santana,2910800,2021
16314,Filadélfia,2910859,2021
5641,Firmino Alves,2910909,2021
10525,Floresta Azul,2911006,2021
26111,Formosa do Rio Preto,2911105,2021
32778,Gandu,2911204,2021
4417,Gavião,2911253,2021
11284,Gentio do Ouro,2911303,2021
15247,Glória,2911402,2021
6852,Gongogi,2911501,2021
20800,Governador Mangabeira,2911600,2021
6371,Guajeru,2911659,2021
85353,Guanambi,2911709,2021
20565,Guaratinga,2911808,2021
12946,Heliópolis,2911857,2021
23950,Iaçu,2911907,2021
8849,Ibiassucê,2912004,2021
21083,Ibicaraí,2912103,2021
19990,Ibicoara,2912202,2021
16262,Ibicuí,2912301,2021
18421,Ibipeba,2912400,2021
14989,Ibipitanga,2912509,2021
4047,Ibiquera,2912608,2021
23433,Ibirapitanga,2912707,2021
8740,Ibirapuã,2912806,2021
14476,Ibirataia,2912905,2021
16463,Ibitiara,2913002,2021
17048,Ibititá,2913101,2021
27076,Ibotirama,2913200,2021
6232,Ichu,2913309,2021
15661,Igaporã,2913408,2021
12963,Igrapiúna,2913457,2021
27006,Iguaí,2913507,2021
157639,Ilhéus,2913606,2021
40720,Inhambupe,2913705,2021
14229,Ipecaetá,2913804,2021
45969,Ipiaú,2913903,2021
59281,Ipirá,2914000,2021
9954,Ipupiara,2914109,2021
7295,Irajuba,2914208,2021
7874,Iramaia,2914307,2021
25728,Iraquara,2914406,2021
29305,Irará,2914505,2021
74050,Irecê,2914604,2021
30901,Itabela,2914653,2021
64795,Itaberaba,2914703,2021
214123,Itabuna,2914802,2021
29051,Itacaré,2914901,2021
16164,Itaeté,2915007,2021
12140,Itagi,2915106,2021
14331,Itagibá,2915205,2021
6784,Itagimirim,2915304,2021
14650,Itaguaçu da Bahia,2915353,2021
6515,Itaju do Colônia,2915403,2021
20309,Itajuípe,2915502,2021
64423,Itamaraju,2915601,2021
7971,Itamari,2915700,2021
22474,Itambé,2915809,2021
6433,Itanagra,2915908,2021
19231,Itanhém,2916005,2021
22440,Itaparica,2916104,2021
8300,Itapé,2916203,2021
10173,Itapebi,2916302,2021
77408,Itapetinga,2916401,2021
36173,Itapicuru,2916500,2021
10284,Itapitanga,2916609,2021
8375,Itaquara,2916708,2021
19937,Itarantim,2916807,2021
14588,Itatim,2916856,2021
12482,Itiruçu,2916906,2021
36140,Itiúba,2917003,2021
20394,Itororó,2917102,2021
19095,Ituaçu,2917201,2021
28870,Ituberá,2917300,2021
11038,Iuiu,2917334,2021
8176,Jaborandi,2917359,2021
14855,Jacaraci,2917409,2021
80749,Jacobina,2917508,2021
54913,Jaguaquara,2917607,2021
33915,Jaguarari,2917706,2021
19162,Jaguaripe,2917805,2021
10742,Jandaíra,2917904,2021
156277,Jequié,2918001,2021
40832,Jeremoabo,2918100,2021
14576,Jiquiriçá,2918209,2021
10470,Jitaúna,2918308,2021
25606,João Dourado,2918357,2021
219544,Juazeiro,2918407,2021
8856,Jucuruçu,2918456,2021
15241,Jussara,2918506,2021
5706,Jussari,2918555,2021
5777,Jussiape,2918605,2021
3663,Lafaiete Coutinho,2918704,2021
15870,Lagoa Real,2918753,2021
24214,Laje,2918803,2021
3993,Lajedão,2918902,2021
3735,Lajedinho,2919009,2021
8591,Lajedo do Tabocal,2919058,2021
8078,Lamarão,2919108,2021
27323,Lapão,2919157,2021
204669,Lauro de Freitas,2919207,2021
11586,Lençóis,2919306,2021
12357,Licínio de Almeida,2919405,2021
46372,Livramento de Nossa Senhora,2919504,2021
92671,Luís Eduardo Magalhães,2919553,2021
11318,Macajuba,2919603,2021
19056,Macarani,2919702,2021
50481,Macaúbas,2919801,2021
7752,Macururé,2919900,2021
21754,Madre de Deus,2919926,2021
2386,Maetinga,2919959,2021
10294,Maiquinique,2920007,2021
18535,Mairi,2920106,2021
16875,Malhada,2920205,2021
8326,Malhada de Pedras,2920304,2021
12944,Manoel Vitorino,2920403,2021
13822,Mansidão,2920452,2021
19973,Maracás,2920502,2021
44902,Maragogipe,2920601,2021
20664,Maraú,2920700,2021
10357,Marcionílio Souza,2920809,2021
13619,Mascote,2920908,2021
47643,Mata de São João,2921005,2021
12359,Matina,2921054,2021
22741,Medeiros Neto,2921104,2021
25771,Miguel Calmon,2921203,2021
10838,Milagres,2921302,2021
18603,Mirangaba,2921401,2021
8264,Mirante,2921450,2021
49145,Monte Santo,2921500,2021
8476,Morpará,2921609,2021
35466,Morro do Chapéu,2921708,2021
12063,Mortugaba,2921807,2021
8725,Mucugê,2921906,2021
42729,Mucuri,2922003,2021
10469,Mulungu do Morro,2922052,2021
27153,Mundo Novo,2922102,2021
7464,Muniz Ferreira,2922201,2021
11479,Muquém do São Francisco,2922250,2021
29420,Muritiba,2922300,2021
22340,Mutuípe,2922409,2021
28661,Nazaré,2922508,2021
14156,Nilo Peçanha,2922607,2021
13197,Nordestina,2922656,2021
16482,Nova Canaã,2922706,2021
7830,Nova Fátima,2922730,2021
6518,Nova Ibiá,2922755,2021
8328,Nova Itarana,2922805,2021
9126,Nova Redenção,2922854,2021
27047,Nova Soure,2922904,2021
44170,Nova Viçosa,2923001,2021
12653,Novo Horizonte,2923035,2021
15445,Novo Triunfo,2923050,2021
28373,Olindina,2923100,2021
21797,Oliveira dos Brejinhos,2923209,2021
8575,Ouriçangas,2923308,2021
17567,Ourolândia,2923357,2021
21840,Palmas de Monte Alto,2923407,2021
9123,Palmeiras,2923506,2021
21777,Paramirim,2923605,2021
32274,Paratinga,2923704,2021
29124,Paripiranga,2923803,2021
9550,Pau Brasil,2923902,2021
119213,Paulo Afonso,2924009,2021
13535,Pé de Serra,2924058,2021
7438,Pedrão,2924108,2021
16698,Pedro Alexandre,2924207,2021
16854,Piatã,2924306,2021
35295,Pilão Arcado,2924405,2021
16308,Pindaí,2924504,2021
20048,Pindobaçu,2924603,2021
10353,Pintadas,2924652,2021
10050,Piraí do Norte,2924678,2021
10253,Piripá,2924702,2021
25162,Piritiba,2924801,2021
9415,Planaltino,2924900,2021
26581,Planalto,2925006,2021
46885,Poções,2925105,2021
40401,Pojuca,2925204,2021
14729,Ponto Novo,2925253,2021
152529,Porto Seguro,2925303,2021
6623,Potiraguá,2925402,2021
28214,Prado,2925501,2021
15180,Presidente Dutra,2925600,2021
12028,Presidente Jânio Quadros,2925709,2021
28272,Presidente Tancredo Neves,2925758,2021
25428,Queimadas,2925808,2021
27672,Quijingue,2925907,2021
8939,Quixabeira,2925931,2021
22643,Rafael Jambeiro,2925956,2021
41324,Remanso,2926004,2021
14588,Retirolândia,2926103,2021
22330,Riachão das Neves,2926202,2021
33498,Riachão do Jacuípe,2926301,2021
35757,Riacho de Santana,2926400,2021
14631,Ribeira do Amparo,2926509,2021
54097,Ribeira do Pombal,2926608,2021
4896,Ribeirão do Largo,2926657,2021
12878,Rio de Contas,2926707,2021
15521,Rio do Antônio,2926806,2021
11672,Rio do Pires,2926905,2021
41209,Rio Real,2927002,2021
9548,Rodelas,2927101,2021
30900,Ruy Barbosa,2927200,2021
16047,Salinas da Margarida,2927309,2021
2900319,Salvador,2927408,2021
20971,Santa Bárbara,2927507,2021
13917,Santa Brígida,2927606,2021
28058,Santa Cruz Cabrália,2927705,2021
6241,Santa Cruz da Vitória,2927804,2021
10583,Santa Inês,2927903,2021
37704,Santaluz,2928000,2021
12308,Santa Luzia,2928059,2021
39707,Santa Maria da Vitória,2928109,2021
26792,Santana,2928208,2021
8987,Santanópolis,2928307,2021
28613,Santa Rita de Cássia,2928406,2021
10520,Santa Terezinha,2928505,2021
60190,Santo Amaro,2928604,2021
103204,Santo Antônio de Jesus,2928703,2021
53666,Santo Estêvão,2928802,2021
34764,São Desidério,2928901,2021
9085,São Domingos,2928950,2021
14784,São Félix,2929008,2021
15543,São Félix do Coribe,2929057,2021
21083,São Felipe,2929107,2021
40664,São Francisco do Conde,2929206,2021
18785,São Gabriel,2929255,2021
38315,São Gonçalo dos Campos,2929305,2021
5562,São José da Vitória,2929354,2021
10546,São José do Jacuípe,2929370,2021
11733,São Miguel das Matas,2929404,2021
44554,São Sebastião do Passé,2929503,2021
17421,Sapeaçu,2929602,2021
17330,Sátiro Dias,2929701,2021
12163,Saubara,2929750,2021
12971,Saúde,2929800,2021
44370,Seabra,2929909,2021
11586,Sebastião Laranjeiras,2930006,2021
79813,Senhor do Bonfim,2930105,2021
31362,Serra do Ramalho,2930154,2021
41279,Sento Sé,2930204,2021
17261,Serra Dourada,2930303,2021
14531,Serra Preta,2930402,2021
81693,Serrinha,2930501,2021
13490,Serrolândia,2930600,2021
137117,Simões Filho,2930709,2021
13104,Sítio do Mato,2930758,2021
9431,Sítio do Quinto,2930766,2021
23274,Sobradinho,2930774,2021
17118,Souto Soares,2930808,2021
12515,Tabocas do Brejo Velho,2930907,2021
20383,Tanhaçu,2931004,2021
17518,Tanque Novo,2931053,2021
7936,Tanquinho,2931103,2021
21421,Taperoá,2931202,2021
16939,Tapiramutá,2931301,2021
164290,Teixeira de Freitas,2931350,2021
7296,Teodoro Sampaio,2931400,2021
22590,Teofilândia,2931509,2021
15097,Teolândia,2931608,2021
13018,Terra Nova,2931707,2021
15996,Tremedal,2931806,2021
50903,Tucano,2931905,2021
23991,Uauá,2932002,2021
19860,Ubaíra,2932101,2021
18647,Ubaitaba,2932200,2021
27481,Ubatã,2932309,2021
13894,Uibaí,2932408,2021
19573,Umburanas,2932457,2021
18108,Una,2932507,2021
16672,Urandi,2932606,2021
20312,Uruçuca,2932705,2021
19330,Utinga,2932804,2021
97873,Valença,2932903,2021
29111,Valente,2933000,2021
14135,Várzea da Roça,2933059,2021
9247,Várzea do Poço,2933109,2021
12556,Várzea Nova,2933158,2021
8734,Varzedo,2933174,2021
44185,Vera Cruz,2933208,2021
6105,Vereda,2933257,2021
343643,Vitória da Conquista,2933307,2021
9342,Wagner,2933406,2021
12125,Wanderley,2933455,2021
20862,Wenceslau Guimarães,2933505,2021
46562,Xique,2933604,2021
7022,Abadia dos Dourados,3100104,2021
23263,Abaeté,3100203,2021
13434,Abre Campo,3100302,2021
3995,Acaiaca,3100401,2021
9270,Açucena,3100500,2021
13319,Água Boa,3100609,2021
1986,Água Comprida,3100708,2021
4557,Aguanil,3100807,2021
19285,Águas Formosas,3100906,2021
13656,Águas Vermelhas,3101003,2021
25116,Aimorés,3101102,2021
5949,Aiuruoca,3101201,2021
2657,Alagoa,3101300,2021
3015,Albertina,3101409,2021
35438,Além Paraíba,3101508,2021
80973,Alfenas,3101607,2021
7052,Alfredo Vasconcelos,3101631,2021
42380,Almenara,3101706,2021
7448,Alpercata,3101805,2021
20059,Alpinópolis,3101904,2021
14566,Alterosa,3102001,2021
5938,Alto Caparaó,3102050,2021
10723,Alto Rio Doce,3102100,2021
3783,Alvarenga,3102209,2021
15135,Alvinópolis,3102308,2021
3605,Alvorada de Minas,3102407,2021
4643,Amparo do Serra,3102506,2021
41704,Andradas,3102605,2021
9470,Cachoeira de Pajeú,3102704,2021
12189,Andrelândia,3102803,2021
8594,Angelândia,3102852,2021
11471,Antônio Carlos,3102902,2021
9233,Antônio Dias,3103009,2021
1577,Antônio Prado de Minas,3103108,2021
2360,Araçaí,3103207,2021
2056,Aracitaba,3103306,2021
36715,Araçuaí,3103405,2021
118361,Araguari,3103504,2021
2779,Arantina,3103603,2021
8467,Araponga,3103702,2021
6992,Araporã,3103751,2021
2836,Arapuá,3103801,2021
9523,Araújos,3103900,2021
108403,Araxá,3104007,2021
10990,Arceburgo,3104106,2021
40658,Arcos,3104205,2021
15288,Areado,3104304,2021
2681,Argirita,3104403,2021
5305,Aricanduva,3104452,2021
17850,Arinos,3104502,2021
14358,Astolfo Dutra,3104601,2021
12496,Ataléia,3104700,2021
4833,Augusto de Lima,3104809,2021
19249,Baependi,3104908,2021
7780,Baldim,3105004,2021
23964,Bambuí,3105103,2021
4738,Bandeira,3105202,2021
5808,Bandeira do Sul,3105301,2021
33232,Barão de Cocais,3105400,2021
5311,Barão do Monte Alto,3105509,2021
139061,Barbacena,3105608,2021
4905,Barra Longa,3105707,2021
20981,Barroso,3105905,2021
10269,Bela Vista de Minas,3106002,2021
3422,Belmiro Braga,3106101,2021
2530701,Belo Horizonte,3106200,2021
27277,Belo Oriente,3106309,2021
7723,Belo Vale,3106408,2021
11813,Berilo,3106507,2021
4609,Bertópolis,3106606,2021
4792,Berizal,3106655,2021
450024,Betim,3106705,2021
3282,Bias Fortes,3106804,2021
14612,Bicas,3106903,2021
2482,Biquinhas,3107000,2021
40308,Boa Esperança,3107109,2021
5088,Bocaina de Minas,3107208,2021
50521,Bocaiúva,3107307,2021
51436,Bom Despacho,3107406,2021
6444,Bom Jardim de Minas,3107505,2021
4270,Bom Jesus da Penha,3107604,2021
6182,Bom Jesus do Amparo,3107703,2021
14792,Bom Jesus do Galho,3107802,2021
10527,Bom Repouso,3107901,2021
17612,Bom Sucesso,3108008,2021
6852,Bonfim,3108107,2021
5397,Bonfinópolis de Minas,3108206,2021
11502,Bonito de Minas,3108255,2021
19809,Borda da Mata,3108305,2021
14927,Botelhos,3108404,2021
6259,Botumirim,3108503,2021
16950,Brasilândia de Minas,3108552,2021
32460,Brasília de Minas,3108602,2021
4255,Brás Pires,3108701,2021
4737,Braúnas,3108800,2021
14364,Brazópolis,3108909,2021
41208,Brumadinho,3109006,2021
10982,Bueno Brandão,3109105,2021
10342,Buenópolis,3109204,2021
3984,Bugre,3109253,2021
25179,Buritis,3109303,2021
28184,Buritizeiro,3109402,2021
7025,Cabeceira Grande,3109451,2021
14074,Cabo Verde,3109501,2021
3580,Cachoeira da Prata,3109600,2021
11609,Cachoeira de Minas,3109709,2021
2720,Cachoeira Dourada,3109808,2021
11869,Caetanópolis,3109907,2021
45364,Caeté,3110004,2021
5584,Caiana,3110103,2021
3961,Cajuri,3110202,2021
14600,Caldas,3110301,2021
2839,Camacho,3110400,2021
