pib,municipio,cod_mun,ano
178654,Bandeirantes do Tocantins,1703057,2021
113260,Barra do Ouro,1703073,2021
122016,Barrolândia,1703107,2021
102684,Bernardo Sayão,1703206,2021
139410,Bom Jesus do Tocantins,1703305,2021
75634,Brasilândia do Tocantins,1703602,2021
272945,Brejinho de Nazaré,1703701,2021
161641,Buriti do Tocantins,1703800,2021
58547,Cachoeirinha,1703826,2021
1004931,Campos Lindos,1703842,2021
517715,Cariri do Tocantins,1703867,2021
69222,Carmolândia,1703883,2021
50561,Carrasco Bonito,1703891,2021
389493,Caseara,1703909,2021
64557,Centenário,1704105,2021
39824,Chapada de Areia,1704600,2021
148973,Chapada da Natividade,1705102,2021
862139,Colinas do Tocantins,1705508,2021
76524,Combinado,1705557,2021
67829,Conceição do Tocantins,1705607,2021
203473,Couto Magalhães,1706001,2021
177294,Cristalândia,1706100,2021
78645,Crixás do Tocantins,1706258,2021
241932,Darcinópolis,1706506,2021
644829,Dianópolis,1707009,2021
249235,Divinópolis do Tocantins,1707108,2021
216149,Dois Irmãos do Tocantins,1707207,2021
204765,Dueré,1707306,2021
118724,Esperantina,1707405,2021
89100,Fátima,1707553,2021
256752,Figueirópolis,1707652,2021
129323,Filadélfia,1707702,2021
1414038,Formoso do Araguaia,1708205,2021
232898,Tabocão,1708254,2021
193502,Goianorte,1708304,2021
230924,Goiatins,1709005,2021
880403,Guaraí,1709302,2021
2648420,Gurupi,1709500,2021
47772,Ipueiras,1709807,2021
186260,Itacajá,1710508,2021
82611,Itaguatins,1710706,2021
171522,Itapiratins,1710904,2021
69980,Itaporã do Tocantins,1711100,2021
97865,Jaú do Tocantins,1711506,2021
44395,Juarina,1711803,2021
998445,Lagoa da Confusão,1711902,2021
89429,Lagoa do Tocantins,1711951,2021
64405,Lajeado,1712009,2021
37870,Lavandeira,1712157,2021
66332,Lizarda,1712405,2021
71180,Luzinópolis,1712454,2021
252331,Marianópolis do Tocantins,1712504,2021
252360,Mateiros,1712702,2021
55911,Maurilândia do Tocantins,1712801,2021
642003,Miracema do Tocantins,1713205,2021
390325,Miranorte,1713304,2021
296288,Monte do Carmo,1713601,2021
75004,Monte Santo do Tocantins,1713700,2021
95357,Palmeiras do Tocantins,1713809,2021
69465,Muricilândia,1713957,2021
247340,Natividade,1714203,2021
58139,Nazaré,1714302,2021
320311,Nova Olinda,1714880,2021
100915,Nova Rosalândia,1715002,2021
84723,Novo Acordo,1715101,2021
35521,Novo Alegre,1715150,2021
42672,Novo Jardim,1715259,2021
29469,Oliveira de Fátima,1715507,2021
185349,Palmeirante,1715705,2021
170118,Palmeirópolis,1715754,2021
1513693,Paraíso do Tocantins,1716109,2021
315397,Paranã,1716208,2021
91169,Pau D'Arco,1716307,2021
848671,Pedro Afonso,1716505,2021
733929,Peixe,1716604,2021
107606,Pequizeiro,1716653,2021
182796,Colméia,1716703,2021
85006,Pindorama do Tocantins,1717008,2021
89940,Piraquê,1717206,2021
361915,Pium,1717503,2021
66158,Ponte Alta do Bom Jesus,1717800,2021
121170,Ponte Alta do Tocantins,1717909,2021
