NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
6,Município,40,Mil Reais,147232,2103554,Conceição do Lago-Açu - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,533670,2103604,Coroatá - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,264588,2103703,Cururupu - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,190230,2103752,Davinópolis - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,262586,2103802,Dom Pedro - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,86926,2103901,Duque Bacelar - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,159009,2104008,Esperantinópolis - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1138794,2104057,Estreito - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,118019,2104073,Feira Nova do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,100433,2104081,Fernando Falcão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,202181,2104099,Formosa da Serra Negra - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,346720,2104107,Fortaleza dos Nogueiras - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,143321,2104206,Fortuna - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2658714,2104305,Godofredo Viana - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,150088,2104404,Gonçalves Dias - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,91925,2104503,Governador Archer - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,375030,2104552,Governador Edison Lobão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,118448,2104602,Governador Eugênio Barros - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,71094,2104628,Governador Luiz Rocha - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,84191,2104651,Governador Newton Bello - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,258016,2104677,Governador Nunes Freire - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,54166,2104701,Graça Aranha - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1149837,2104800,Grajaú - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,93414,2104909,Guimarães - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,184411,2105005,Humberto de Campos - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,178973,2105104,Icatu - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,370692,2105153,Igarapé do Meio - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,117754,2105203,Igarapé Grande - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,7693511,2105302,Imperatriz - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,107310,2105351,Itaipava do Grajaú - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,772940,2105401,Itapecuru Mirim - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,489270,2105427,Itinga do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,75706,2105450,Jatobá - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,125762,2105476,Jenipapo dos Vieiras - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,270665,2105500,João Lisboa - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,116564,2105609,Joselândia - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,61714,2105658,Junco do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,550477,2105708,Lago da Pedra - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,86662,2105807,Lago do Junco - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,135765,2105906,Lago Verde - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,97026,2105922,Lagoa do Mato - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,83998,2105948,Lago dos Rodrigues - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,102454,2105963,Lagoa Grande do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,101485,2105989,Lajeado Novo - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,274574,2106003,Lima Campos - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,413287,2106102,Loreto - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,57351,2106201,Luís Domingues - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,140989,2106300,Magalhães de Almeida - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,207076,2106326,Maracaçumé - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,90824,2106359,Marajá do Sena - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,120934,2106375,Maranhãozinho - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,179239,2106409,Mata Roma - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,196785,2106508,Matinha - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,256405,2106607,Matões - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,99343,2106631,Matões do Norte - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,64355,2106672,Milagres do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,277841,2106706,Mirador - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,788634,2106755,Miranda do Norte - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,112073,2106805,Mirinzal - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,257693,2106904,Monção - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,86501,2107001,Montes Altos - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,149936,2107100,Morros - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,88539,2107209,Nina Rodrigues - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,86441,2107258,Nova Colinas - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,50977,2107308,Nova Iorque - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,183185,2107357,Nova Olinda do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,188405,2107407,Olho d'Água das Cunhãs - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,107307,2107456,Olinda Nova do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1240527,2107506,Paço do Lumiar - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,139135,2107605,Palmeirândia - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,183383,2107704,Paraibano - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,323004,2107803,Parnarama - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,200120,2107902,Passagem Franca - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,309545,2108009,Pastos Bons - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,118360,2108058,Paulino Neves - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,194181,2108108,Paulo Ramos - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,787721,2108207,Pedreiras - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,157904,2108256,Pedro do Rosário - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,253791,2108306,Penalva - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,95959,2108405,Peri Mirim - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,230472,2108454,Peritoró - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,296247,2108504,Pindaré-Mirim - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1040054,2108603,Pinheiro - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,191368,2108702,Pio XII - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,130801,2108801,Pirapemas - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,163110,2108900,Poção de Pedras - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1026129,2109007,Porto Franco - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,45867,2109056,Porto Rico do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,755768,2109106,Presidente Dutra - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,84499,2109205,Presidente Juscelino - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,60695,2109239,Presidente Médici - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,165015,2109270,Presidente Sarney - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,76191,2109304,Presidente Vargas - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,89108,2109403,Primeira Cruz - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,286199,2109452,Raposa - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,673241,2109502,Riachão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,124208,2109551,Ribamar Fiquene - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,443240,2109601,Rosário - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,474716,2109700,Sambaíba - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,60216,2109759,Santa Filomena do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,358032,2109809,Santa Helena - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1466090,2109908,Santa Inês - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,743553,2110005,Santa Luzia - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,253366,2110039,Santa Luzia do Paruá - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,218496,2110104,Santa Quitéria do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,354687,2110203,Santa Rita - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,74107,2110237,Santana do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,95956,2110278,Santo Amaro do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,3055591,2110302,Santo Antônio dos Lopes - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,143478,2110401,São Benedito do Rio Preto - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,312229,2110500,São Bento - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,281230,2110609,São Bernardo - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,320539,2110658,São Domingos do Azeitão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,355969,2110708,São Domingos do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,86169,2110807,São Félix de Balsas - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,121274,2110856,São Francisco do Brejão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,98997,2110906,São Francisco do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,135625,2111003,São João Batista - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,123039,2111029,São João do Carú - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,151478,2111052,São João do Paraíso - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,156403,2111078,São João do Soter - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,341012,2111102,São João dos Patos - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2293966,2111201,São José de Ribamar - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,61953,2111250,São José dos Basílios - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,36535226,2111300,São Luís - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,170085,2111409,São Luís Gonzaga do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,429291,2111508,São Mateus do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,127634,2111532,São Pedro da Água Branca - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,83552,2111573,São Pedro dos Crentes - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,739661,2111607,São Raimundo das Mangabeiras - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,43968,2111631,São Raimundo do Doca Bezerra - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,45779,2111672,São Roberto - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,145781,2111706,São Vicente Ferrer - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,93100,2111722,Satubinha - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,101851,2111748,Senador Alexandre Costa - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,187168,2111763,Senador La Rocque - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,72464,2111789,Serrano do Maranhão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,221539,2111805,Sítio Novo - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,126237,2111904,Sucupira do Norte - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,48010,2111953,Sucupira do Riachão - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2351452,2112001,Tasso Fragoso - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,196385,2112100,Timbiras - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,2320942,2112209,Timon - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,525551,2112233,Trizidela do Vale - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,60071,2112274,Tufilândia - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,365257,2112308,Tuntum - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,295967,2112407,Turiaçu - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,223113,2112456,Turilândia - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,546267,2112506,Tutóia - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,247541,2112605,Urbano Santos - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,433576,2112704,Vargem Grande - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,490490,2112803,Viana - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,156939,2112852,Vila Nova dos Martírios - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,318224,2112902,Vitória do Mearim - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,325567,2113009,Vitorino Freire - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,567166,2114007,Zé Doca - MA,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,73561,2200053,Acauã - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,47283,2200103,Agricolândia - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,243971,2200202,Água Branca - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,65442,2200251,Alagoinha do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,48184,2200277,Alegrete do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,130955,2200301,Alto Longá - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,537774,2200400,Altos - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,82125,2200459,Alvorada do Gurguéia - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,192592,2200509,Amarante - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,66748,2200608,Angical do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,98945,2200707,Anísio de Abreu - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,143815,2200806,Antônio Almeida - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,57305,2200905,Aroazes - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,24625,2200954,Aroeiras do Itaim - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,48922,2201002,Arraial - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,64266,2201051,Assunção do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,97601,2201101,Avelino Lopes - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1768579,2201150,Baixa Grande do Ribeiro - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,38963,2201176,Barra D'Alcântara - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,497599,2201200,Barras - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,163172,2201309,Barreiras do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,89830,2201408,Barro Duro - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,250803,2201507,Batalha - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,46876,2201556,Bela Vista do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,41264,2201572,Belém do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,91895,2201606,Beneditinos - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,72158,2201705,Bertolínia - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,62561,2201739,Betânia do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,62507,2201770,Boa Hora - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,47772,2201804,Bocaina - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1410185,2201903,Bom Jesus - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,70166,2201919,Bom Princípio do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,52945,2201929,Bonfim do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,51725,2201945,Boqueirão do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,69324,2201960,Brasileira - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,43978,2201988,Brejo do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,214747,2202000,Buriti dos Lopes - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,69690,2202026,Buriti dos Montes - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,86134,2202059,Cabeceiras do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,34182,2202075,Cajazeiras do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,115376,2202083,Cajueiro da Praia - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,195079,2202091,Caldeirão Grande do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,57496,2202109,Campinas do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,51371,2202117,Campo Alegre do Fidalgo - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,62135,2202133,Campo Grande do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,56554,2202174,Campo Largo do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,705863,2202208,Campo Maior - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,41948,2202251,Canavieira - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,271388,2202307,Canto do Buriti - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,106410,2202406,Capitão de Campos - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,43675,2202455,Capitão Gervásio Oliveira - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,97485,2202505,Caracol - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,57437,2202539,Caraúbas do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,50031,2202554,Caridade do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,202443,2202604,Castelo do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,53140,2202653,Caxingó - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,272767,2202703,Cocal - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,46961,2202711,Cocal de Telha - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,56960,2202729,Cocal dos Alves - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,37708,2202737,Coivaras - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,70559,2202752,Colônia do Gurguéia - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,68111,2202778,Colônia do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,60446,2202802,Conceição do Canindé - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,40760,2202851,Coronel José Dias - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,680693,2202901,Corrente - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,75069,2203008,Cristalândia do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,121550,2203107,Cristino Castro - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,141390,2203206,Curimatá - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,409013,2203230,Currais - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,39660,2203255,Curralinhos - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,78394,2203271,Curral Novo do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,211639,2203305,Demerval Lobão - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,67492,2203354,Dirceu Arcoverde - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,78045,2203404,Dom Expedito Lopes - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,46532,2203420,Domingos Mourão - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,164346,2203453,Dom Inocêncio - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,164731,2203503,Elesbão Veloso - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,55592,2203602,Eliseu Martins - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,456546,2203701,Esperantina - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,46774,2203750,Fartura do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,48120,2203800,Flores do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,25258,2203859,Floresta do Piauí - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,1469174,2203909,Floriano - PI,2021,2021,37,Produto Interno Bruto a preços correntes
6,Município,40,Mil Reais,44797,2204006,Francinópolis - PI,2021,2021,37,Produto Interno Bruto a preços correntes
