NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
6,Município,45,Pessoas,2758,2403905,Francisco Dantas - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4230,2404002,Frutuoso Gomes - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2159,2404101,Galinhos - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,28422,2404200,Goianinha - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12231,2404309,Governador Dix-Sept Rosado - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10281,2404408,Grossos - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,16076,2404507,Guamaré - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11889,2404606,Ielmo Marinho - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14560,2404705,Ipanguaçu - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2090,2404804,Ipueira - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7551,2404853,Itajá - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5447,2404903,Itaú - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8053,2405009,Jaçanã - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6752,2405108,Jandaíra - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4813,2405207,Janduís - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8843,2405306,Januário Cicco - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5219,2405405,Japi - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2488,2405504,Jardim de Angicos - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14446,2405603,Jardim de Piranhas - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11942,2405702,Jardim do Seridó - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,34849,2405801,João Câmara - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2073,2405900,João Dias - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5966,2406007,José da Penha - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18304,2406106,Jucurutu - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3868,2406155,Jundiá - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6756,2406205,Lagoa d'Anta - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7597,2406304,Lagoa de Pedras - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2631,2406403,Lagoa de Velhos - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,16203,2406502,Lagoa Nova - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8657,2406601,Lagoa Salgada - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10094,2406700,Lajes - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4950,2406809,Lajes Pintadas - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3576,2406908,Lucrécia - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9271,2407005,Luís Gomes - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,87056,2407104,Macaíba - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,28350,2407203,Macau - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4086,2407252,Major Sales - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8083,2407302,Marcelino Vieira - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8415,2407401,Martins - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10534,2407500,Maxaranguape - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4410,2407609,Messias Targino - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11785,2407708,Montanhas - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,23953,2407807,Monte Alegre - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2345,2407906,Monte das Gameleiras - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,278587,2408003,Mossoró - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,784249,2408102,Natal - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,34325,2408201,Nísia Floresta - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,35523,2408300,Nova Cruz - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3736,2408409,Olho d'Água do Borges - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5084,2408508,Ouro Branco - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4048,2408607,Paraná - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3650,2408706,Paraú - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4945,2408805,Parazinho - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,22242,2408904,Parelhas - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10692,2408953,Rio do Fogo - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11407,2409100,Passa e Fica - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3233,2409209,Passagem - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11215,2409308,Patu - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5000,2409332,Santa Maria - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,32123,2409407,Pau dos Ferros - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3736,2409506,Pedra Grande - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2495,2409605,Pedra Preta - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6312,2409704,Pedro Avelino - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14197,2409803,Pedro Velho - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12499,2409902,Pendências - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2992,2410009,Pilões - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12565,2410108,Poço Branco - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7859,2410207,Portalegre - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5351,2410256,Porto do Mangue - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11203,2410306,Serra Caiada - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9752,2410405,Pureza - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5682,2410504,Rafael Fernandes - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3005,2410603,Rafael Godeiro - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2724,2410702,Riacho da Cruz - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4245,2410801,Riacho de Santana - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7646,2410900,Riachuelo - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4345,2411007,Rodolfo Fernandes - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5748,2411056,Tibau - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3253,2411106,Ruy Barbosa - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,39101,2411205,Santa Cruz - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12722,2411403,Santana do Matos - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2796,2411429,Santana do Seridó - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,22793,2411502,Santo Antônio - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3442,2411601,São Bento do Norte - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3890,2411700,São Bento do Trairí - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3606,2411809,São Fernando - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4319,2411908,São Francisco do Oeste - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,124495,2412005,São Gonçalo do Amarante - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6136,2412104,São João do Sabugi - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,50053,2412203,São José de Mipibu - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11298,2412302,São José do Campestre - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4733,2412401,São José do Seridó - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,24422,2412500,São Miguel - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10636,2412559,São Miguel do Gostoso - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,17371,2412609,São Paulo do Potengi - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5890,2412708,São Pedro - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7889,2412807,São Rafael - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10161,2412906,São Tomé - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6530,2413003,São Vicente - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6027,2413102,Senador Elói de Souza - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4202,2413201,Senador Georgino Avelino - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5866,2413300,Serra de São Bento - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,13819,2413359,Serra do Mel - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7800,2413409,Serra Negra do Norte - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6608,2413508,Serrinha - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4810,2413557,Serrinha dos Pintos - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5616,2413607,Severiano Melo - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4746,2413706,Sítio Novo - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2409,2413805,Taboleiro Grande - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11708,2413904,Taipu - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,13583,2414001,Tangará - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10610,2414100,Tenente Ananias - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6152,2414159,Tenente Laurentino Cruz - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18080,2414209,Tibau do Sul - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2424,2414308,Timbaúba dos Batistas - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,34767,2414407,Touros - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3477,2414456,Triunfo Potiguar - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10655,2414506,Umarizal - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14048,2414605,Upanema - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5387,2414704,Várzea - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3005,2414753,Venha-Ver - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11053,2414803,Vera Cruz - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,1900,2414902,Viçosa - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3304,2415008,Vila Flor - RN,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9580,2500106,Água Branca - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5026,2500205,Aguiar - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,26655,2500304,Alagoa Grande - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,21823,2500403,Alagoa Nova - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14140,2500502,Alagoinha - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5806,2500536,Alcantil - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3143,2500577,Algodão de Jandaíra - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,23065,2500601,Alhandra - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18500,2500700,São João do Rio do Peixe - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2328,2500734,Amparo - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8257,2500775,Aparecida - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,16991,2500809,Araçagi - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12482,2500908,Arara - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,17360,2501005,Araruna - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,23031,2501104,Areia - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2027,2501153,Areia de Baraúnas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7434,2501203,Areial - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,19142,2501302,Aroeiras - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4383,2501351,Assunção - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9741,2501401,Baía da Traição - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,24134,2501500,Bananeiras - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5010,2501534,Baraúna - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8247,2501575,Barra de Santana - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,13024,2501609,Barra de Santa Rosa - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6123,2501708,Barra de São Miguel - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,83862,2501807,Bayeux - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,16710,2501906,Belém - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6272,2502003,Belém do Brejo do Cruz - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3677,2502052,Bernardino Batista - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5246,2502102,Boa Ventura - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6592,2502151,Boa Vista - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2328,2502201,Bom Jesus - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4720,2502300,Bom Sucesso - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10433,2502409,Bonito de Santa Fé - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18216,2502508,Boqueirão - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5719,2502607,Igaracy - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4185,2502706,Borborema - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14095,2502805,Brejo do Cruz - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5816,2502904,Brejo dos Santos - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,21942,2503001,Caaporã - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5537,2503100,Cabaceiras - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,70734,2503209,Cabedelo - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9335,2503308,Cachoeira dos Índios - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3344,2503407,Cacimba de Areia - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,16332,2503506,Cacimba de Dentro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7513,2503555,Cacimbas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6684,2503605,Caiçara - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,66585,2503704,Cajazeiras - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2760,2503753,Cajazeirinhas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5942,2503803,Caldas Brandão - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6327,2503902,Camalaú - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,443911,2504009,Campina Grande - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7446,2504033,Capim - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4067,2504074,Caraúbas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2365,2504108,Carrapateira - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7052,2504157,Casserengue - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4556,2504207,Catingueira - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,32288,2504306,Catolé do Rocha - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5544,2504355,Caturité - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18731,2504405,Conceição - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6629,2504504,Condado - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,30007,2504603,Conde - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5124,2504702,Congo - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14987,2504801,Coremas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,1888,2504850,Coxixola - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,17821,2504900,Cruz do Espírito Santo - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7842,2505006,Cubati - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,20208,2505105,Cuité - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6890,2505204,Cuitegi - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6441,2505238,Cuité de Mamanguape - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5415,2505279,Curral de Cima - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2316,2505303,Curral Velho - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5141,2505352,Damião - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8314,2505402,Desterro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3772,2505501,Vista Serrana - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6416,2505600,Diamante - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10638,2505709,Dona Inês - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3360,2505808,Duas Estradas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3036,2505907,Emas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,32599,2506004,Esperança - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11307,2506103,Fagundes - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2911,2506202,Frei Martinho - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8398,2506251,Gado Bravo - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,60057,2506301,Guarabira - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14141,2506400,Gurinhém - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3352,2506509,Gurjão - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5713,2506608,Ibiara - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10497,2506707,Imaculada - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18234,2506806,Ingá - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,23558,2506905,Itabaiana - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,24766,2507002,Itaporanga - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,19165,2507101,Itapororoca - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10840,2507200,Itatuba - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14969,2507309,Jacaraú - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7728,2507408,Jericó - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,897633,2507507,João Pessoa - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8088,2507606,Juarez Távora - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,17520,2507705,Juazeirinho - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7019,2507804,Junco do Seridó - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10255,2507903,Juripiranga - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9380,2508000,Juru - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4489,2508109,Lagoa - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8123,2508208,Lagoa de Dentro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,29209,2508307,Lagoa Seca - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3316,2508406,Lastro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7041,2508505,Livramento - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5107,2508554,Logradouro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,13088,2508604,Lucena - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3599,2508703,Mãe d'Água - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6288,2508802,Malta - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,46966,2508901,Mamanguape - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,10699,2509008,Manaíra - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9537,2509057,Marcação - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,22170,2509107,Mari - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7001,2509156,Marizópolis - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14756,2509206,Massaranduba - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8650,2509305,Mataraca - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4759,2509339,Matinhas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2584,2509370,Mato Grosso - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6717,2509396,Maturéia - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14435,2509404,Mogeiro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6144,2509503,Montadas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4429,2509602,Monte Horebe - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,33886,2509701,Monteiro - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8909,2509800,Mulungu - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8935,2509909,Natuba - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,7394,2510006,Nazarezinho - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9840,2510105,Nova Floresta - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5897,2510204,Nova Olinda - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4359,2510303,Nova Palmeira - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6059,2510402,Olho d'Água - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3675,2510501,Olivedos - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3000,2510600,Ouro Velho - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,1745,2510659,Parari - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2580,2510709,Passagem - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,108104,2510808,Patos - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12172,2510907,Paulista - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3851,2511004,Pedra Branca - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6980,2511103,Pedra Lavrada - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,31356,2511202,Pedras de Fogo - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,17088,2511301,Piancó - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18862,2511400,Picuí - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,12889,2511509,Pilar - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6974,2511608,Pilões - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5539,2511707,Pilõezinhos - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,9411,2511806,Pirpirituba - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,17166,2511905,Pitimbu - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18038,2512002,Pocinhos - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3934,2512036,Poço Dantas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4126,2512077,Poço de José de Moura - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,33866,2512101,Pombal - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4032,2512200,Prata - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,21674,2512309,Princesa Isabel - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,14942,2512408,Puxinanã - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,50698,2512507,Queimadas - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,1803,2512606,Quixaba - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,18399,2512705,Remígio - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5932,2512721,Pedro Régis - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2945,2512747,Riachão - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4911,2512754,Riachão do Bacamarte - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4989,2512762,Riachão do Poço - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2063,2512788,Riacho de Santo Antônio - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8788,2512804,Riacho dos Cavalos - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,25500,2512903,Rio Tinto - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3435,2513000,Salgadinho - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,11741,2513109,Salgado de São Félix - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,8113,2513158,Santa Cecília - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6013,2513208,Santa Cruz - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6023,2513307,Santa Helena - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,3256,2513356,Santa Inês - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,15418,2513406,Santa Luzia - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,5090,2513505,Santana de Mangueira - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,6618,2513604,Santana dos Garrotes - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,2607,2513653,Joca Claudino - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,160852,2513703,Santa Rita - PB,2025,2025,9324,População residente estimada
6,Município,45,Pessoas,4492,2513802,Santa Teresinha - PB,2025,2025,9324,População residente estimada
